"","date","GS10","NROU","TB3MS","UNRATE","NROU2","UGAP2","up","down","up2","down2"
"589",2003-01-01,4.05,5.1,1.17,5.8,5.1,0.7,5.8,5.1,2.88,0
"590",2003-02-01,3.9,NA,1.17,5.9,5.1,0.800000000000001,5.9,5.1,2.73,0
"591",2003-03-01,3.81,NA,1.13,5.9,5.1,0.800000000000001,5.9,5.1,2.68,0
"592",2003-04-01,3.96,5.09,1.13,6,5.09,0.91,6,5.09,2.83,0
"593",2003-05-01,3.57,NA,1.07,6.1,5.09,1.01,6.1,5.09,2.5,0
"594",2003-06-01,3.33,NA,0.92,6.3,5.09,1.21,6.3,5.09,2.41,0
"595",2003-07-01,3.98,5.08,0.9,6.2,5.08,1.12,6.2,5.08,3.08,0
"596",2003-08-01,4.45,NA,0.95,6.1,5.08,1.02,6.1,5.08,3.5,0
"597",2003-09-01,4.27,NA,0.94,6.1,5.08,1.02,6.1,5.08,3.33,0
"598",2003-10-01,4.29,5.07,0.92,6,5.07,0.93,6,5.07,3.37,0
"599",2003-11-01,4.3,NA,0.93,5.8,5.07,0.73,5.8,5.07,3.37,0
"600",2003-12-01,4.27,NA,0.9,5.7,5.07,0.63,5.7,5.07,3.37,0
"601",2004-01-01,4.15,5.06,0.88,5.7,5.06,0.640000000000001,5.7,5.06,3.27,0
"602",2004-02-01,4.08,NA,0.93,5.6,5.06,0.54,5.6,5.06,3.15,0
"603",2004-03-01,3.83,NA,0.94,5.8,5.06,0.74,5.8,5.06,2.89,0
"604",2004-04-01,4.35,5.05,0.94,5.6,5.05,0.55,5.6,5.05,3.41,0
"605",2004-05-01,4.72,NA,1.02,5.6,5.05,0.55,5.6,5.05,3.7,0
"606",2004-06-01,4.73,NA,1.27,5.6,5.05,0.55,5.6,5.05,3.46,0
"607",2004-07-01,4.5,5.04,1.33,5.5,5.04,0.46,5.5,5.04,3.17,0
"608",2004-08-01,4.28,NA,1.48,5.4,5.04,0.36,5.4,5.04,2.8,0
"609",2004-09-01,4.13,NA,1.65,5.4,5.04,0.36,5.4,5.04,2.48,0
"610",2004-10-01,4.1,5.03,1.76,5.5,5.03,0.47,5.5,5.03,2.34,0
"611",2004-11-01,4.19,NA,2.07,5.4,5.03,0.37,5.4,5.03,2.12,0
"612",2004-12-01,4.23,NA,2.19,5.4,5.03,0.37,5.4,5.03,2.04,0
"613",2005-01-01,4.22,5.02,2.33,5.3,5.02,0.28,5.3,5.02,1.89,0
"614",2005-02-01,4.17,NA,2.54,5.4,5.02,0.380000000000001,5.4,5.02,1.63,0
"615",2005-03-01,4.5,NA,2.74,5.2,5.02,0.180000000000001,5.2,5.02,1.76,0
"616",2005-04-01,4.34,5.01,2.78,5.2,5.01,0.19,5.2,5.01,1.56,0
"617",2005-05-01,4.14,NA,2.84,5.1,5.01,0.0899999999999999,5.1,5.01,1.3,0
"618",2005-06-01,4,NA,2.97,5,5.01,-0.00999999999999979,5.01,5,1.03,0
"619",2005-07-01,4.18,5,3.22,5,5,0,5,5,0.96,0
"620",2005-08-01,4.26,NA,3.44,4.9,5,-0.0999999999999996,5,4.9,0.82,0
"621",2005-09-01,4.2,NA,3.42,5,5,0,5,5,0.78,0
"622",2005-10-01,4.46,5,3.71,5,5,0,5,5,0.75,0
"623",2005-11-01,4.54,NA,3.88,5,5,0,5,5,0.66,0
"624",2005-12-01,4.47,NA,3.89,4.9,5,-0.0999999999999996,5,4.9,0.58,0
"625",2006-01-01,4.42,4.99,4.24,4.7,4.99,-0.29,4.99,4.7,0.18,0
"626",2006-02-01,4.57,NA,4.43,4.8,4.99,-0.19,4.99,4.8,0.140000000000001,0
"627",2006-03-01,4.72,NA,4.51,4.7,4.99,-0.29,4.99,4.7,0.21,0
"628",2006-04-01,4.99,4.99,4.6,4.7,4.99,-0.29,4.99,4.7,0.390000000000001,0
"629",2006-05-01,5.11,NA,4.72,4.6,4.99,-0.390000000000001,4.99,4.6,0.390000000000001,0
"630",2006-06-01,5.11,NA,4.79,4.6,4.99,-0.390000000000001,4.99,4.6,0.32,0
"631",2006-07-01,5.09,4.98,4.95,4.7,4.98,-0.28,4.98,4.7,0.14,0
"632",2006-08-01,4.88,NA,4.96,4.7,4.98,-0.28,4.98,4.7,0,-0.0800000000000001
"633",2006-09-01,4.72,NA,4.81,4.5,4.98,-0.48,4.98,4.5,0,-0.0899999999999999
"634",2006-10-01,4.73,4.97,4.92,4.4,4.97,-0.569999999999999,4.97,4.4,0,-0.19
"635",2006-11-01,4.6,NA,4.94,4.5,4.97,-0.47,4.97,4.5,0,-0.340000000000001
"636",2006-12-01,4.56,NA,4.85,4.4,4.97,-0.569999999999999,4.97,4.4,0,-0.29
"637",2007-01-01,4.76,4.95,4.98,4.6,4.95,-0.350000000000001,4.95,4.6,0,-0.220000000000001
"638",2007-02-01,4.72,NA,5.03,4.5,4.95,-0.45,4.95,4.5,0,-0.31
"639",2007-03-01,4.56,NA,4.94,4.4,4.95,-0.55,4.95,4.4,0,-0.380000000000001
"640",2007-04-01,4.69,4.93,4.87,4.5,4.93,-0.43,4.93,4.5,0,-0.18
"641",2007-05-01,4.75,NA,4.73,4.4,4.93,-0.529999999999999,4.93,4.4,0.0199999999999996,0
"642",2007-06-01,5.1,NA,4.61,4.6,4.93,-0.33,4.93,4.6,0.489999999999999,0
"643",2007-07-01,5,4.92,4.82,4.7,4.92,-0.22,4.92,4.7,0.18,0
"644",2007-08-01,4.67,NA,4.2,4.6,4.92,-0.32,4.92,4.6,0.47,0
"645",2007-09-01,4.52,NA,3.89,4.7,4.92,-0.22,4.92,4.7,0.629999999999999,0
"646",2007-10-01,4.53,4.9,3.9,4.7,4.9,-0.2,4.9,4.7,0.63,0
"647",2007-11-01,4.15,NA,3.27,4.7,4.9,-0.2,4.9,4.7,0.88,0
"648",2007-12-01,4.1,NA,3,5,4.9,0.0999999999999996,5,4.9,1.1,0
"649",2008-01-01,3.74,4.89,2.75,5,4.89,0.11,5,4.89,0.99,0
"650",2008-02-01,3.74,NA,2.12,4.9,4.89,0.0100000000000007,4.9,4.89,1.62,0
"651",2008-03-01,3.51,NA,1.26,5.1,4.89,0.21,5.1,4.89,2.25,0
"652",2008-04-01,3.68,4.88,1.29,5,4.88,0.12,5,4.88,2.39,0
"653",2008-05-01,3.88,NA,1.73,5.4,4.88,0.52,5.4,4.88,2.15,0
"654",2008-06-01,4.1,NA,1.86,5.6,4.88,0.72,5.6,4.88,2.24,0
"655",2008-07-01,4.01,4.87,1.63,5.8,4.87,0.93,5.8,4.87,2.38,0
"656",2008-08-01,3.89,NA,1.72,6.1,4.87,1.23,6.1,4.87,2.17,0
"657",2008-09-01,3.69,NA,1.13,6.1,4.87,1.23,6.1,4.87,2.56,0
"658",2008-10-01,3.81,4.88,0.67,6.5,4.88,1.62,6.5,4.88,3.14,0
"659",2008-11-01,3.53,NA,0.19,6.8,4.88,1.92,6.8,4.88,3.34,0
"660",2008-12-01,2.42,NA,0.03,7.3,4.88,2.42,7.3,4.88,2.39,0
"661",2009-01-01,2.52,4.9,0.13,7.8,4.9,2.9,7.8,4.9,2.39,0
"662",2009-02-01,2.87,NA,0.3,8.3,4.9,3.4,8.3,4.9,2.57,0
"663",2009-03-01,2.82,NA,0.21,8.7,4.9,3.8,8.7,4.9,2.61,0
"664",2009-04-01,2.93,4.92,0.16,9,4.92,4.08,9,4.92,2.77,0
"665",2009-05-01,3.29,NA,0.18,9.4,4.92,4.48,9.4,4.92,3.11,0
"666",2009-06-01,3.72,NA,0.18,9.5,4.92,4.58,9.5,4.92,3.54,0
"667",2009-07-01,3.56,4.95,0.18,9.5,4.95,4.55,9.5,4.95,3.38,0
"668",2009-08-01,3.59,NA,0.17,9.6,4.95,4.65,9.6,4.95,3.42,0
"669",2009-09-01,3.4,NA,0.12,9.8,4.95,4.85,9.8,4.95,3.28,0
"670",2009-10-01,3.39,4.98,0.07,10,4.98,5.02,10,4.98,3.32,0
"671",2009-11-01,3.4,NA,0.05,9.9,4.98,4.92,9.9,4.98,3.35,0
"672",2009-12-01,3.59,NA,0.05,9.9,4.98,4.92,9.9,4.98,3.54,0
"673",2010-01-01,3.73,5.01,0.06,9.8,5.01,4.79,9.8,5.01,3.67,0
"674",2010-02-01,3.69,NA,0.11,9.8,5.01,4.79,9.8,5.01,3.58,0
"675",2010-03-01,3.73,NA,0.15,9.9,5.01,4.89,9.9,5.01,3.58,0
"676",2010-04-01,3.85,5.03,0.16,9.9,5.03,4.87,9.9,5.03,3.69,0
"677",2010-05-01,3.42,NA,0.16,9.6,5.03,4.57,9.6,5.03,3.26,0
"678",2010-06-01,3.2,NA,0.12,9.4,5.03,4.37,9.4,5.03,3.08,0
"679",2010-07-01,3.01,5.05,0.16,9.4,5.05,4.35,9.4,5.05,2.85,0
"680",2010-08-01,2.7,NA,0.16,9.5,5.05,4.45,9.5,5.05,2.54,0
"681",2010-09-01,2.65,NA,0.15,9.5,5.05,4.45,9.5,5.05,2.5,0
"682",2010-10-01,2.54,5.07,0.13,9.4,5.07,4.33,9.4,5.07,2.41,0
"683",2010-11-01,2.76,NA,0.14,9.8,5.07,4.73,9.8,5.07,2.62,0
"684",2010-12-01,3.29,NA,0.14,9.3,5.07,4.23,9.3,5.07,3.15,0
"685",2011-01-01,3.39,5.08,0.15,9.1,5.08,4.02,9.1,5.08,3.24,0
"686",2011-02-01,3.58,NA,0.13,9,5.08,3.92,9,5.08,3.45,0
"687",2011-03-01,3.41,NA,0.1,9,5.08,3.92,9,5.08,3.31,0
"688",2011-04-01,3.46,5.08,0.06,9.1,5.08,4.02,9.1,5.08,3.4,0
"689",2011-05-01,3.17,NA,0.04,9,5.08,3.92,9,5.08,3.13,0
"690",2011-06-01,3,NA,0.04,9.1,5.08,4.02,9.1,5.08,2.96,0
"691",2011-07-01,3,5.08,0.04,9,5.08,3.92,9,5.08,2.96,0
"692",2011-08-01,2.3,NA,0.02,9,5.08,3.92,9,5.08,2.28,0
"693",2011-09-01,1.98,NA,0.01,9,5.08,3.92,9,5.08,1.97,0
"694",2011-10-01,2.15,5.08,0.02,8.8,5.08,3.72,8.8,5.08,2.13,0
"695",2011-11-01,2.01,NA,0.01,8.6,5.08,3.52,8.6,5.08,2,0
"696",2011-12-01,1.98,NA,0.01,8.5,5.08,3.42,8.5,5.08,1.97,0
"697",2012-01-01,1.97,5.07,0.03,8.3,5.07,3.23,8.3,5.07,1.94,0
"698",2012-02-01,1.97,NA,0.09,8.3,5.07,3.23,8.3,5.07,1.88,0
"699",2012-03-01,2.17,NA,0.08,8.2,5.07,3.13,8.2,5.07,2.09,0
"700",2012-04-01,2.05,5.05,0.08,8.2,5.05,3.15,8.2,5.05,1.97,0
"701",2012-05-01,1.8,NA,0.09,8.2,5.05,3.15,8.2,5.05,1.71,0
"702",2012-06-01,1.62,NA,0.09,8.2,5.05,3.15,8.2,5.05,1.53,0
"703",2012-07-01,1.53,5.02,0.1,8.2,5.02,3.18,8.2,5.02,1.43,0
"704",2012-08-01,1.68,NA,0.1,8.1,5.02,3.08,8.1,5.02,1.58,0
"705",2012-09-01,1.72,NA,0.11,7.8,5.02,2.78,7.8,5.02,1.61,0
"706",2012-10-01,1.75,4.99,0.1,7.8,4.99,2.81,7.8,4.99,1.65,0
"707",2012-11-01,1.65,NA,0.09,7.7,4.99,2.71,7.7,4.99,1.56,0
"708",2012-12-01,1.72,NA,0.07,7.9,4.99,2.91,7.9,4.99,1.65,0
"709",2013-01-01,1.91,4.97,0.07,8,4.97,3.03,8,4.97,1.84,0
"710",2013-02-01,1.98,NA,0.1,7.7,4.97,2.73,7.7,4.97,1.88,0
"711",2013-03-01,1.96,NA,0.09,7.5,4.97,2.53,7.5,4.97,1.87,0
"712",2013-04-01,1.76,4.94,0.06,7.6,4.94,2.66,7.6,4.94,1.7,0
"713",2013-05-01,1.93,NA,0.04,7.5,4.94,2.56,7.5,4.94,1.89,0
"714",2013-06-01,2.3,NA,0.05,7.5,4.94,2.56,7.5,4.94,2.25,0
"715",2013-07-01,2.58,4.91,0.04,7.3,4.91,2.39,7.3,4.91,2.54,0
"716",2013-08-01,2.74,NA,0.04,7.2,4.91,2.29,7.2,4.91,2.7,0
"717",2013-09-01,2.81,NA,0.02,7.2,4.91,2.29,7.2,4.91,2.79,0
"718",2013-10-01,2.62,4.89,0.05,7.2,4.89,2.31,7.2,4.89,2.57,0
"719",2013-11-01,2.72,NA,0.07,6.9,4.89,2.01,6.9,4.89,2.65,0
"720",2013-12-01,2.9,NA,0.07,6.7,4.89,1.81,6.7,4.89,2.83,0
"721",2014-01-01,2.86,4.86,0.04,6.6,4.86,1.74,6.6,4.86,2.82,0
"722",2014-02-01,2.71,NA,0.05,6.7,4.86,1.84,6.7,4.86,2.66,0
"723",2014-03-01,2.72,NA,0.05,6.7,4.86,1.84,6.7,4.86,2.67,0
"724",2014-04-01,2.71,4.83,0.03,6.3,4.83,1.47,6.3,4.83,2.68,0
"725",2014-05-01,2.56,NA,0.03,6.3,4.83,1.47,6.3,4.83,2.53,0
"726",2014-06-01,2.6,NA,0.04,6.1,4.83,1.27,6.1,4.83,2.56,0
"727",2014-07-01,2.54,4.8,0.03,6.2,4.8,1.4,6.2,4.8,2.51,0
"728",2014-08-01,2.42,NA,0.03,6.2,4.8,1.4,6.2,4.8,2.39,0
"729",2014-09-01,2.53,NA,0.02,5.9,4.8,1.1,5.9,4.8,2.51,0
"730",2014-10-01,2.3,4.76,0.02,5.7,4.76,0.94,5.7,4.76,2.28,0
"731",2014-11-01,2.33,NA,0.02,5.8,4.76,1.04,5.8,4.76,2.31,0
"732",2014-12-01,2.21,NA,0.03,5.6,4.76,0.84,5.6,4.76,2.18,0
"733",2015-01-01,1.88,4.72,0.03,5.7,4.72,0.98,5.7,4.72,1.85,0
"734",2015-02-01,1.98,NA,0.02,5.5,4.72,0.78,5.5,4.72,1.96,0
"735",2015-03-01,2.04,NA,0.03,5.5,4.72,0.78,5.5,4.72,2.01,0
"736",2015-04-01,1.94,4.69,0.02,5.4,4.69,0.71,5.4,4.69,1.92,0
"737",2015-05-01,2.2,NA,0.02,5.5,4.69,0.81,5.5,4.69,2.18,0
"738",2015-06-01,2.36,NA,0.02,5.3,4.69,0.609999999999999,5.3,4.69,2.34,0
"739",2015-07-01,2.32,4.66,0.03,5.2,4.66,0.54,5.2,4.66,2.29,0
"740",2015-08-01,2.17,NA,0.07,5.1,4.66,0.44,5.1,4.66,2.1,0
"741",2015-09-01,2.17,NA,0.02,5,4.66,0.34,5,4.66,2.15,0
"742",2015-10-01,2.07,4.64,0.02,5,4.64,0.36,5,4.64,2.05,0
"743",2015-11-01,2.26,NA,0.12,5,4.64,0.36,5,4.64,2.14,0
"744",2015-12-01,2.24,NA,0.23,5,4.64,0.36,5,4.64,2.01,0
"745",2016-01-01,2.09,4.63,0.26,4.9,4.63,0.27,4.9,4.63,1.83,0
"746",2016-02-01,1.78,NA,0.31,4.9,4.63,0.27,4.9,4.63,1.47,0
"747",2016-03-01,1.89,NA,0.29,5,4.63,0.37,5,4.63,1.6,0
"748",2016-04-01,1.81,4.62,0.23,5,4.62,0.38,5,4.62,1.58,0
"749",2016-05-01,1.81,NA,0.27,4.7,4.62,0.0800000000000001,4.7,4.62,1.54,0
"750",2016-06-01,1.64,NA,0.27,4.9,4.62,0.28,4.9,4.62,1.37,0
"751",2016-07-01,1.5,4.62,0.3,4.9,4.62,0.28,4.9,4.62,1.2,0
"752",2016-08-01,1.56,NA,0.3,4.9,4.62,0.28,4.9,4.62,1.26,0
"753",2016-09-01,1.63,NA,0.29,5,4.62,0.38,5,4.62,1.34,0
"754",2016-10-01,1.76,4.62,0.33,4.9,4.62,0.28,4.9,4.62,1.43,0
"755",2016-11-01,2.14,NA,0.45,4.6,4.62,-0.0200000000000005,4.62,4.6,1.69,0
"756",2016-12-01,2.49,NA,0.51,4.7,4.62,0.0800000000000001,4.7,4.62,1.98,0
"757",2017-01-01,2.43,4.62,0.51,4.8,4.62,0.18,4.8,4.62,1.92,0
"758",2017-02-01,2.42,NA,0.52,4.7,4.62,0.0800000000000001,4.7,4.62,1.9,0
"759",2017-03-01,2.48,NA,0.74,4.5,4.62,-0.12,4.62,4.5,1.74,0
"760",2017-04-01,2.3,4.63,0.8,4.4,4.63,-0.23,4.63,4.4,1.5,0
"761",2017-05-01,2.3,NA,0.89,4.3,4.63,-0.33,4.63,4.3,1.41,0
"762",2017-06-01,2.19,NA,0.98,4.3,4.63,-0.33,4.63,4.3,1.21,0
"763",2017-07-01,2.32,4.62,1.07,4.3,4.62,-0.32,4.62,4.3,1.25,0
"764",2017-08-01,2.21,NA,1.01,4.4,4.62,-0.22,4.62,4.4,1.2,0
"765",2017-09-01,2.2,NA,1.03,4.2,4.62,-0.42,4.62,4.2,1.17,0
"766",2017-10-01,2.36,4.62,1.07,4.1,4.62,-0.52,4.62,4.1,1.29,0
"767",2017-11-01,2.35,NA,1.23,4.1,4.62,-0.52,4.62,4.1,1.12,0
"768",2017-12-01,2.4,NA,1.32,4.1,4.62,-0.52,4.62,4.1,1.08,0
"769",2018-01-01,2.58,4.62,1.41,4.1,4.62,-0.52,4.62,4.1,1.17,0
"770",2018-02-01,2.86,NA,1.57,4.1,4.62,-0.52,4.62,4.1,1.29,0
"771",2018-03-01,2.84,NA,1.7,4.1,4.62,-0.52,4.62,4.1,1.14,0
"772",2018-04-01,2.87,4.62,1.76,3.9,4.62,-0.72,4.62,3.9,1.11,0
"773",2018-05-01,2.98,NA,1.86,3.8,4.62,-0.82,4.62,3.8,1.12,0
"774",2018-06-01,2.91,NA,1.9,4,4.62,-0.62,4.62,4,1.01,0
"775",2018-07-01,2.89,4.62,1.96,3.9,4.62,-0.72,4.62,3.9,0.93,0
"776",2018-08-01,2.89,NA,2.03,3.9,4.62,-0.72,4.62,3.9,0.86,0
"777",2018-09-01,3,NA,2.13,3.7,4.62,-0.92,4.62,3.7,0.87,0
"778",2018-10-01,3.15,4.61,2.25,3.7,4.61,-0.91,4.61,3.7,0.9,0
"779",2018-11-01,3.12,NA,2.33,3.7,4.61,-0.91,4.61,3.7,0.79,0
